cnty,obs,GRRT_WB,CRISIS
_KWT,1969,2.73542198340537,0
_KWT,1970,3.18175009362128,0
_KWT,1971,7.67140622485903,0
_KWT,1972,4.40112359550562,0
_KWT,1973,-4.81074507356026,0
_KWT,1974,-9.55272649157124,0
_KWT,1975,-8.0000850022313,0
_KWT,1976,9.09807331720971,0
_KWT,1977,-.10337011482801,0
_KWT,1978,7.35933974143197,0
_KWT,1979,13.9141254615974,0
_KWT,1980,-20.6155275836397,0
_KWT,1981,-19.0297022074402,0
_KWT,1982,-12.3148412471849,0
_KWT,1983,10.414187270524,0
_KWT,1984,5.23990571183795,0
_KWT,1985,-4.25771685887148,0
_KWT,1986,8.56523216436922,0
_KWT,1987,8.14255422379556,1
_KWT,1988,-10.0496702268047,1
_KWT,1989,25.8951827927856,0
_KWT,1990,,1
_KWT,1991,,0
_KWT,1992,,0
_KWT,1993,33.9904610492846,1
_KWT,1994,8.43616516373989,1
_KWT,1995,4.8582995951417,0
_KWT,1996,-2.70270270270269,0
_KWT,1997,1.19047619047619,0
_KWT,1998,3.15845257021727,0
_KWT,1999,-1.60279461625397,0
_KWT,2000,3.85298110055341,0
_KWT,2001,-1.02553790468531,0
_LAO,1960,,
_LAO,1961,,
_LAO,1962,,
_LAO,1963,,
_LAO,1964,,
_LAO,1965,,
_LAO,1966,,
_LAO,1967,,
_LAO,1968,,
_LAO,1969,,
_LAO,1970,,
_LAO,1971,,
_LAO,1972,,
_LAO,1973,,
_LAO,1974,,
_LAO,1975,,
_LAO,1976,,
_LAO,1977,,
_LAO,1978,,
_LAO,1979,,
_LAO,1980,,
_LAO,1981,,
_LAO,1982,,
_LAO,1983,,
_LAO,1984,,
_LAO,1985,5.04965047698104,
_LAO,1986,4.84713978596669,
_LAO,1987,-1.51543675822954,
_LAO,1988,-2.12310338610105,
_LAO,1989,14.2885630289709,0
_LAO,1990,6.66898091011618,0
_LAO,1991,4.12994486032358,0
_LAO,1992,6.85060237844607,0
_LAO,1993,5.91255655676791,0
_LAO,1994,8.159018530555629,0
_LAO,1995,7.03125432786904,0
_LAO,1996,6.7608026179895,0
_LAO,1997,7.03978700580261,1
_LAO,1998,3.96760809100512,1
_LAO,1999,7.3063728573597,1
_LAO,2000,5.80996672751762,0
_LAO,2001,5.68032735262522,1
_LBN,1960,,
_LBN,1961,,0
_LBN,1962,,0
_LBN,1963,,0
_LBN,1964,,0
_LBN,1965,,0
_LBN,1966,,0
_LBN,1967,,0
_LBN,1968,,1
_LBN,1969,,0
_LBN,1970,,0
_LBN,1971,,0
_LBN,1972,,0
_LBN,1973,,0
_LBN,1974,,0
_LBN,1975,,0
_LBN,1976,,0
_LBN,1977,,0
_LBN,1978,,0
_LBN,1979,,1
_LBN,1980,,0
_LBN,1981,,1
_LBN,1982,,0
_LBN,1983,,1
_LBN,1984,,1
_LBN,1985,,0
_LBN,1986,,1
_LBN,1987,,1
_LBN,1988,,0
_LBN,1989,-42.4511182150124,1
_LBN,1990,26.533160093229,1
_LBN,1991,38.200709101786,0
_LBN,1992,4.49993695516271,1
_LBN,1993,6.99796611812,0
_LBN,1994,8.00314804785738,0
_LBN,1995,6.50000301052997,0
_LBN,1996,4,0
_LBN,1997,3.99999575266794,0
_LBN,1998,3.00000432464809,0
_LBN,1999,.999999999999957,0
_LBN,2000,0,1
_LBN,2001,1.29999999999993,1
_LBR,1960,,
_LBR,1961,2.43998425816608,
_LBR,1962,1.34460238186706,
_LBR,1963,2.27445034116755,
_LBR,1964,5.15196441808749,
_LBR,1965,4.79379626365878,
_LBR,1966,7.70265724857036,
_LBR,1967,6.74578388507187,
_LBR,1968,4.76887068461085,
_LBR,1969,7.28846690868514,
_LBR,1970,6.663196251952,
_LBR,1971,4.90483162518305,
_LBR,1972,4.14049779018349,
_LBR,1973,-2.25597498324743,
_LBR,1974,4.75319926873827,
_LBR,1975,-3.46858638743474,0
_LBR,1976,5.31073446327686,0
_LBR,1977,1.58798283261828,0
_LBR,1978,4.81622306717394,1
_LBR,1979,3.2648125755743,0
_LBR,1980,-4.09836065573781,1
_LBR,1981,-2.13675213675259,0
_LBR,1982,-2.43293824079801,1
_LBR,1983,-1.89684569479954,0
_LBR,1984,-2.10732131218828,1
_LBR,1985,-.843320017754039,1
_LBR,1986,-1.67860340196916,0
_LBR,1987,-1.0015934441159,1
_LBR,1988,-2.04188940496013,1
_LBR,1989,-26.668455895509,0
_LBR,1990,-51.0308649505917,1
_LBR,1991,-14.2252117588441,1
_LBR,1992,-35.0856810920709,1
_LBR,1993,-32.9753914988814,0
_LBR,1994,-21.7623497997329,0
_LBR,1995,-4.26621160409556,0
_LBR,1996,12.1212121212121,1
_LBR,1997,106.279809220986,0
_LBR,1998,29.7,1
_LBR,1999,22.9,1
_LBR,2000,20.4,1
_LBR,2001,5.3,0
_LBY,1960,,
_LBY,1961,9.895803921568611,0
_LBY,1962,32.5246409879161,0
_LBY,1963,35.0203767305411,0
_LBY,1964,45.0716938086064,0
_LBY,1965,28.1488789661783,0
_LBY,1966,18.5923914856606,0
_LBY,1967,11.1099804329358,0
_LBY,1968,33.8638692137577,0
_LBY,1969,13.0878691683793,0
_LBY,1970,4.95084997767179,0
_LBY,1971,-6.30955068621349,0
_LBY,1972,-13.1659809336506,0
_LBY,1973,1.10761784787734,1
_LBY,1974,-14.4089803044723,0
_LBY,1975,7.46451965065501,1
_LBY,1976,23.0396816931217,0
_LBY,1977,8.41557416183929,0
_LBY,1978,3.42502753283276,0
_LBY,1979,13.2962618502472,0
_LBY,1980,.60084001135543,0
_LBY,1981,-18.8007938545186,1
_LBY,1982,-3.30058827385848,1
_LBY,1983,-1.09919115170651,1
_LBY,1984,-7.91628370378406,1
_LBY,1985,-8.8438712591756,0
_LBY,1986,-8.700478091303159,0
_LBY,1987,-3.20009402250069,0
_LBY,1988,,1
_LBY,1989,,0
_LBY,1990,,0
_LBY,1991,,0
_LBY,1992,,0
_LBY,1993,,0
_LBY,1994,,0
_LBY,1995,,1
_LBY,1996,,0
_LBY,1997,,0
_LBY,1998,,0
_LBY,1999,,0
_LBY,2000,,0
_LBY,2001,,0
_LCA,1960,,
_LCA,1961,,
_LCA,1962,,
_LCA,1963,,
_LCA,1964,,
_LCA,1965,,
_LCA,1966,,
_LCA,1967,,
_LCA,1968,,
_LCA,1969,,
_LCA,1970,,
_LCA,1971,,
_LCA,1972,,
_LCA,1973,,
_LCA,1974,,
_LCA,1975,,
_LCA,1976,,0
_LCA,1977,,0
_LCA,1978,,0
_LCA,1979,,0
_LCA,1980,,0
_LCA,1981,3.51022330178246,0
_LCA,1982,-10.8216159089645,0
_LCA,1983,4.25089060561181,0
_LCA,1984,23.5020871986001,0
_LCA,1985,-5.80772157646581,0
_LCA,1986,14.8772196184567,0
_LCA,1987,1.93503900245651,0
_LCA,1988,12.1677612108571,0
_LCA,1989,9.063724997487171,0
_LCA,1990,23.5449001437435,0
_LCA,1991,2.67794115039844,0
_LCA,1992,7.02171675184819,0
_LCA,1993,2.57295852412965,0
_LCA,1994,1.42118257581831,0
_LCA,1995,3.28784502583666,0
_LCA,1996,1.40000000000018,0
_LCA,1997,.600000000000023,0
_LCA,1998,2.89999999999975,0
_LCA,1999,3.50000000000013,0
_LCA,2000,.699999999999903,0
_LCA,2001,-3.69000000000021,0
_LKA,1960,,
_LKA,1961,4.22616379586374,0
_LKA,1962,3.8180151952653,0
_LKA,1963,2.51674832270201,0
_LKA,1964,3.90648675950645,1
_LKA,1965,2.53696656574331,0
_LKA,1966,5.02379806238638,1
_LKA,1967,6.43901505336686,0
_LKA,1968,5.80110483527556,1
_LKA,1969,7.71681162980413,1
_LKA,1970,3.8466342748484,0
_LKA,1971,1.30690111134936,0
_LKA,1972,-.410480307769717,0
_LKA,1973,7.05738717411424,0
_LKA,1974,3.84584449092359,0
_LKA,1975,6.1262194816089,1
_LKA,1976,3.33510847859884,0
_LKA,1977,5.10060292663059,0
_LKA,1978,5.65383846867806,0
_LKA,1979,6.40354116119923,0
_LKA,1980,5.84603265973877,1
_LKA,1981,5.69952155509992,0
_LKA,1982,4.1415071168871,0
_LKA,1983,4.8139782569178,1
_LKA,1984,5.09915587555675,0
_LKA,1985,4.99939713573143,1
_LKA,1986,4.35554940200329,1
_LKA,1987,1.72561066935106,1
_LKA,1988,2.47269299783054,1
_LKA,1989,2.29929587536904,0
_LKA,1990,6.39999999999998,0
_LKA,1991,4.60000000000016,0
_LKA,1992,4.39999999999993,0
_LKA,1993,6.90000000000003,0
_LKA,1994,5.59999999999994,0
_LKA,1995,5.50000000000004,0
_LKA,1996,3.79999999999998,0
_LKA,1997,6.40541596146336,0
_LKA,1998,4.69839716138504,0
_LKA,1999,4.30057263059484,1
_LKA,2000,6,1
_LKA,2001,-1.44992336557264,0
_LSO,1960,,
_LSO,1961,1.86480186480185,
_LSO,1962,15.3318077803202,
_LSO,1963,10.6150793650794,
_LSO,1964,8.25112107623319,
_LSO,1965,2.15410107705054,
_LSO,1966,-.405512898650045,
_LSO,1967,10.9120548840164,
_LSO,1968,-.367116964383868,
_LSO,1969,1.54753979393901,
_LSO,1970,2.17706839930139,
_LSO,1971,6.16807380190493,
_LSO,1972,9.578562550874389,
_LSO,1973,29.8997641022203,
_LSO,1974,10.9801864195638,
_LSO,1975,-13.5135169764267,
_LSO,1976,11.0491099711008,
_LSO,1977,21.8090469197458,
_LSO,1978,18.3168255193578,
_LSO,1979,2.89400966920707,
_LSO,1980,7.43428937480115,
_LSO,1981,1.05210258357933,1
_LSO,1982,2.11985477898853,0
_LSO,1983,-2.35777481349264,0
_LSO,1984,10.2708547046679,1
_LSO,1985,4.58895693377006,1
_LSO,1986,.993006458829029,0
_LSO,1987,3.49752174413038,0
_LSO,1988,11.95983334831,1
_LSO,1989,7.9052807092705,1
_LSO,1990,6.1941998811661,0
_LSO,1991,3.80931684451728,0
_LSO,1992,4.84203726261662,0
_LSO,1993,3.77618170853628,0
_LSO,1994,3.42703037518768,0
_LSO,1995,4.52820538566914,0
_LSO,1996,9.957388512074459,0
_LSO,1997,8.148082998928,0
_LSO,1998,-4.63953980066174,1
_LSO,1999,2.15991917951359,1
_LSO,2000,3.2627551020408,1
_LSO,2001,3.9969877685978,1
_LTU,1960,,
_LTU,1961,,
_LTU,1962,,
_LTU,1963,,
_LTU,1964,,
_LTU,1965,,
_LTU,1966,,
_LTU,1967,,
_LTU,1968,,
_LTU,1969,,
_LTU,1970,,
_LTU,1971,,
_LTU,1972,,
_LTU,1973,,
_LTU,1974,,
_LTU,1975,,
_LTU,1976,,
_LTU,1977,,
_LTU,1978,,
_LTU,1979,,
_LTU,1980,,
_LTU,1981,,
_LTU,1982,,
_LTU,1983,,
_LTU,1984,,
_LTU,1985,,
_LTU,1986,,
_LTU,1987,,
_LTU,1988,,
_LTU,1989,,
_LTU,1990,,
_LTU,1991,-5.67799056876142,
_LTU,1992,-21.2580348943985,
_LTU,1993,-16.2261094914156,0
_LTU,1994,-9.76760372762074,0
_LTU,1995,3.29119348617957,0
_LTU,1996,4.70895739119612,0
_LTU,1997,7.2787067121008,0
_LTU,1998,5.11172668513389,0
_LTU,1999,-3.89683404195509,1
_LTU,2000,3.79159049360148,0
_LTU,2001,5.86183816535739,0
_LUX,1960,,
_LUX,1961,3.83019212282004,
_LUX,1962,1.3583316565736,
_LUX,1963,3.43957785167348,
_LUX,1964,7.86565385868268,
_LUX,1965,1.92815954211784,
_LUX,1966,1.10590432075509,
_LUX,1967,.216725349051998,
_LUX,1968,4.1838749130918,
_LUX,1969,9.972858066979979,
_LUX,1970,1.70418053301373,
_LUX,1971,2.6673188976378,
_LUX,1972,6.59764765018302,
_LUX,1973,8.31354399033124,
_LUX,1974,4.21136212114919,
_LUX,1975,-6.57168658117506,
_LUX,1976,2.53453517764737,
_LUX,1977,1.57029745109949,
_LUX,1978,4.07467579552367,
_LUX,1979,2.34625809443306,
_LUX,1980,.841043118193284,
_LUX,1981,-.551954668619686,
_LUX,1982,1.13149612710795,
_LUX,1983,2.98959079533121,
_LUX,1984,6.18689187113644,
_LUX,1985,2.91806003967367,0
_LUX,1986,7.75167404564331,0
_LUX,1987,2.33133867520033,0
_LUX,1988,10.3894430823894,0
_LUX,1989,9.847609537405621,0
_LUX,1990,2.15684430188115,0
_LUX,1991,6.14749414266331,0
_LUX,1992,4.46298343567972,0
_LUX,1993,8.71271288185336,1
_LUX,1994,4.19903926645184,0
_LUX,1995,3.78959764474975,0
_LUX,1996,3.56196577964025,0
_LUX,1997,9.01462329649357,1
_LUX,1998,5.8223285294098,
_LUX,1999,5.9635438101087,
_LUX,2000,7.49633130579224,
_LUX,2001,1,
_LVA,1960,,
_LVA,1961,,
_LVA,1962,,
_LVA,1963,,
_LVA,1964,,
_LVA,1965,,
_LVA,1966,4.14835816566392,
_LVA,1967,11.7126455331408,
_LVA,1968,6.87303589471698,
_LVA,1969,4.56895999999986,
_LVA,1970,8.02144279750404,
_LVA,1971,7.73868072377515,
_LVA,1972,5.13564990036153,
_LVA,1973,5.78763210511298,
_LVA,1974,4.86593220540736,
_LVA,1975,6.87518993015826,
_LVA,1976,5.620274467153,
_LVA,1977,3.20133616963605,
_LVA,1978,3.28450367817328,
_LVA,1979,3.04376513179527,
_LVA,1980,4.08248757652622,
_LVA,1981,4.23158341039873,
_LVA,1982,2.35025477469202,
_LVA,1983,5.21947705165047,
_LVA,1984,5.75385782881786,
_LVA,1985,-.37545800558226,
_LVA,1986,4.70834520230639,
_LVA,1987,2.33820824514839,
_LVA,1988,5.09655428723929,
_LVA,1989,5.68550472529327,
_LVA,1990,-1.24814054480457,
_LVA,1991,-10.4124961100609,
_LVA,1992,-34.8587989485745,
_LVA,1993,-14.8691660124666,
_LVA,1994,.648357242843517,0
_LVA,1995,-.8111685564518319,0
_LVA,1996,3.34076415904323,0
_LVA,1997,8.61097209092539,0
_LVA,1998,3.88231135707009,0
_LVA,1999,1.0749798931847,0
_LVA,2000,6.83747470712274,0
_LVA,2001,7.55906454180142,0
_MAC,1960,,
_MAC,1961,,
_MAC,1962,,
_MAC,1963,,
_MAC,1964,,
_MAC,1965,,
_MAC,1966,,
_MAC,1967,,
_MAC,1968,,
_MAC,1969,,
_MAC,1970,,
_MAC,1971,,
_MAC,1972,,
_MAC,1973,,
_MAC,1974,,
_MAC,1975,,
_MAC,1976,,
_MAC,1977,,
_MAC,1978,,
_MAC,1979,,
_MAC,1980,,
_MAC,1981,,
_MAC,1982,,
_MAC,1983,9.086272044467011,
_MAC,1984,9.48109608590428,
_MAC,1985,1.69853679254202,0
_MAC,1986,6.96197175461231,0
_MAC,1987,14.1118818166276,0
_MAC,1988,8.17306256468011,0
_MAC,1989,5.68181089163447,0
_MAC,1990,9.803722833651451,0
_MAC,1991,3.64520701154292,0
_MAC,1992,13.3136082556908,0
_MAC,1993,5.18603194008809,0
_MAC,1994,4.27565793937339,0
_MAC,1995,3.89204726380913,0
_MAC,1996,-.41926123096502,0
_MAC,1997,-.27924224724228,0
_MAC,1998,-4.57080127694182,0
_MAC,1999,-3.03579709153381,0
_MAC,2000,4.62394211056537,0
_MAC,2001,2.13260997441018,0
_MAR,1960,,
_MAR,1961,-2.42523159776998,0
_MAR,1962,12.5179828066237,0
_MAR,1963,4.86360030304319,1
_MAR,1964,1.28637085221651,1
_MAR,1965,1.90721885434337,0
_MAR,1966,-1.48924560886437,1
_MAR,1967,10.0288418817421,1
_MAR,1968,9.89173862611154,0
_MAR,1969,8.36216501495343,0
_MAR,1970,4.71345852048263,0
_MAR,1971,5.59689922480624,0
_MAR,1972,2.43723388636046,0
_MAR,1973,3.55931393626673,0
_MAR,1974,5.59605093190618,0
_MAR,1975,7.55821573681678,0
_MAR,1976,10.8127868719283,0
_MAR,1977,6.05916205417682,0
_MAR,1978,2.23266745005869,0
_MAR,1979,4.79377958079783,0
_MAR,1980,3.64217046261052,1
_MAR,1981,-2.76434066675665,1
_MAR,1982,9.61904114133579,1
_MAR,1983,-.557592573739128,1
_MAR,1984,4.33636015193942,1
_MAR,1985,6.325126591625,0
_MAR,1986,8.299309108314681,0
_MAR,1987,-2.54468487412771,0
_MAR,1988,10.4145681233122,0
_MAR,1989,2.36665420336871,0
_MAR,1990,4.03447595679679,0
_MAR,1991,6.89805802659127,0
_MAR,1992,-4.03099569262972,0
_MAR,1993,-1.01225508514405,0
_MAR,1994,10.3580538900559,0
_MAR,1995,-6.57944318252252,0
_MAR,1996,12.2168805608442,0
_MAR,1997,-2.22771145923109,0
_MAR,1998,7.67481441614357,0
_MAR,1999,.0372679551640539,0
_MAR,2000,.871935100799078,1
_MAR,2001,6.49999999999969,0
_MDA,1960,,
_MDA,1961,,
_MDA,1962,,
_MDA,1963,,
_MDA,1964,,
_MDA,1965,,
_MDA,1966,,
_MDA,1967,,
_MDA,1968,,
_MDA,1969,,
_MDA,1970,,
_MDA,1971,,
_MDA,1972,,
_MDA,1973,,
_MDA,1974,,
_MDA,1975,,
_MDA,1976,,
_MDA,1977,,
_MDA,1978,,
_MDA,1979,,
_MDA,1980,,
_MDA,1981,-.711185180067345,
_MDA,1982,11.7309121037957,
_MDA,1983,4.35716893487672,
_MDA,1984,3.35725442136703,
_MDA,1985,-5.29087648242954,
_MDA,1986,7.90858807291264,
_MDA,1987,1.20220938620554,
_MDA,1988,1.69246441991216,
_MDA,1989,5.78674397191988,
_MDA,1990,-2.39999999999997,
_MDA,1991,-15.9999999999999,
_MDA,1992,-29.1000000000004,
_MDA,1993,-1.19999999999982,
_MDA,1994,-30.8999999999999,
_MDA,1995,-1.39999999999998,
_MDA,1996,-5.87610448553909,0
_MDA,1997,1.64666051092644,0
_MDA,1998,-6.54176129195054,1
_MDA,1999,-3.36820789740129,1
_MDA,2000,2.10673372450405,0
_MDA,2001,6.07350043782836,0
_MDG,1960,,
_MDG,1961,2.04862884317043,
_MDG,1962,2.271068276479,
_MDG,1963,-.929399954961156,0
_MDG,1964,3.9625214784903,0
_MDG,1965,-.452255937183367,0
_MDG,1966,2.06455238835215,0
_MDG,1967,5.52856559290382,1
_MDG,1968,6.82878610878776,1
_MDG,1969,3.72122216039237,1
_MDG,1970,5.27645557933087,0
_MDG,1971,3.92936505585019,0
_MDG,1972,-1.27262153193527,0
_MDG,1973,-2.61847834875313,0
_MDG,1974,2.00687937373977,1
_MDG,1975,1.25869165833352,1
_MDG,1976,-3.06885840763855,0
_MDG,1977,2.36400037909301,0
_MDG,1978,-2.66180597749039,0
_MDG,1979,9.854650298724851,1
_MDG,1980,.805770812589273,0
_MDG,1981,-9.69878838958347,0
_MDG,1982,-1.8101941574423,1
_MDG,1983,.902106327458554,0
_MDG,1984,1.70467883316473,0
_MDG,1985,1.15587717683279,1
_MDG,1986,1.95910575379786,0
_MDG,1987,1.17808553021467,0
_MDG,1988,3.40341700893126,0
_MDG,1989,4.07889278851871,0
_MDG,1990,3.13002941988734,1
_MDG,1991,-6.30953440696867,1
_MDG,1992,1.18615230590382,0
_MDG,1993,2.09655981372461,0
_MDG,1994,-.071608248309602,1
_MDG,1995,1.71221317688016,0
_MDG,1996,2.14891502423195,0
_MDG,1997,3.69349261609848,0
_MDG,1998,3.93233643975601,1
_MDG,1999,4.65911571104986,0
_MDG,2000,4.75958206483848,0
_MDG,2001,6.00000000000016,0
_MDV,1960,,
_MDV,1961,,
_MDV,1962,,
_MDV,1963,,
_MDV,1964,,
_MDV,1965,,
_MDV,1966,,
_MDV,1967,,
_MDV,1968,,
_MDV,1969,,
_MDV,1970,,
_MDV,1971,,
_MDV,1972,,
_MDV,1973,,
_MDV,1974,,
_MDV,1975,,
_MDV,1976,,
_MDV,1977,,0
_MDV,1978,,0
_MDV,1979,,0
_MDV,1980,,0
_MDV,1981,,0
_MDV,1982,,0
_MDV,1983,,1
_MDV,1984,,0
_MDV,1985,,0
_MDV,1986,,0
_MDV,1987,,0
_MDV,1988,,0
_MDV,1989,,0
_MDV,1990,,0
_MDV,1991,,0
_MDV,1992,,0
_MDV,1993,,0
_MDV,1994,,0
_MDV,1995,,0
_MDV,1996,8.83189069925324,0
_MDV,1997,11.1834538684965,0
_MDV,1998,-2.23893681183813,0
_MDV,1999,7.41046288491545,0
_MDV,2000,4.58833547611494,0
_MDV,2001,2.07538434521624,1
_MEX,1960,,
_MEX,1961,5.00291572844175,0
_MEX,1962,4.66442003637237,0
_MEX,1963,8.106880255603841,0
_MEX,1964,11.9054894312862,0
_MEX,1965,6.56625650365203,0
_MEX,1966,6.09613930067464,0
_MEX,1967,5.85492487788479,0
_MEX,1968,9.423278818681791,0
_MEX,1969,3.41862002602123,0
_MEX,1970,6.50248403316539,0
_MEX,1971,3.76246768665267,0
_MEX,1972,8.22880731021346,0
_MEX,1973,7.86111986073643,0
_MEX,1974,5.77682723127614,0
_MEX,1975,5.74448504894777,0
_MEX,1976,4.41744413515268,1
_MEX,1977,3.39063970727467,0
_MEX,1978,8.956942326901739,0
_MEX,1979,9.698170138369621,0
_MEX,1980,9.23325198406436,0
_MEX,1981,8.77260056146665,0
_MEX,1982,-.627902609898484,1
_MEX,1983,-4.19629657455207,0
_MEX,1984,3.6101809119456,0
_MEX,1985,2.5933841390317,1
_MEX,1986,-3.75391988098671,1
_MEX,1987,1.85574699185275,0
_MEX,1988,1.24543805834763,1
_MEX,1989,4.19829325913857,0
_MEX,1990,5.06830631231922,0
_MEX,1991,4.22225071565873,0
_MEX,1992,3.62865871385673,0
_MEX,1993,1.95052463464309,0
_MEX,1994,4.41532581543362,1
_MEX,1995,-6.16699412777286,0
_MEX,1996,5.15331506188203,0
_MEX,1997,6.7719724015153,0
_MEX,1998,5.03037641436248,0
_MEX,1999,3.62277107996078,0
_MEX,2000,6.63732906510286,0
_MEX,2001,-.306685674232995,0
_MHL,1960,,
_MHL,1961,,
_MHL,1962,,
_MHL,1963,,
_MHL,1964,,
_MHL,1965,,
_MHL,1966,,
_MHL,1967,,
_MHL,1968,,
_MHL,1969,,
_MHL,1970,,
_MHL,1971,,
_MHL,1972,,
_MHL,1973,,
_MHL,1974,,
_MHL,1975,,
_MHL,1976,,
_MHL,1977,,
_MHL,1978,,
_MHL,1979,,
_MHL,1980,,
_MHL,1981,,
_MHL,1982,,
_MHL,1983,16.33899751914,
_MHL,1984,2.6506466110245,
_MHL,1985,-2.54646175839885,
_MHL,1986,22.4420097185294,
_MHL,1987,13.1675995432337,
_MHL,1988,9.435429176384959,
_MHL,1989,.840425049503452,
_MHL,1990,7.04060677828908,
_MHL,1991,1.13289455258368,
_MHL,1992,.0373862833880309,
_MHL,1993,4.06112449132132,
_MHL,1994,2.81457834530461,
_MHL,1995,2.73623473400953,
_MHL,1996,-16.5783077911121,
_MHL,1997,-10.137970594451,
_MHL,1998,.838232823786328,
_MHL,1999,-.199903380032978,
_MHL,2000,.701063279306949,
_MHL,2001,.599214308209965,
_MKD,1960,,
_MKD,1961,,
_MKD,1962,,
_MKD,1963,,
_MKD,1964,,
_MKD,1965,,
_MKD,1966,,
_MKD,1967,,
_MKD,1968,,
_MKD,1969,,
_MKD,1970,,
_MKD,1971,,
_MKD,1972,,
_MKD,1973,,
_MKD,1974,,
_MKD,1975,,
_MKD,1976,,
_MKD,1977,,
_MKD,1978,,
_MKD,1979,,
_MKD,1980,,
_MKD,1981,,
_MKD,1982,,
_MKD,1983,,
_MKD,1984,,
_MKD,1985,,
_MKD,1986,,
_MKD,1987,,
_MKD,1988,,
_MKD,1989,,
_MKD,1990,,
_MKD,1991,1.55944460226456,
_MKD,1992,-6.56499528085525,
_MKD,1993,-7.4695558658592,
_MKD,1994,-1.75803794967605,
_MKD,1995,-1.11455584999389,0
_MKD,1996,1.1848122571555,0
_MKD,1997,1.40000000000018,0
_MKD,1998,3.40000000000017,0
_MKD,1999,4.31823209757225,0
_MKD,2000,4.54923772358684,0
_MKD,2001,-4.06383921974277,0
_MLI,1960,,
_MLI,1961,,
_MLI,1962,,
_MLI,1963,,1
_MLI,1964,,1
_MLI,1965,,0
_MLI,1966,,1
_MLI,1967,,0
_MLI,1968,3.70821599118403,1
_MLI,1969,.231113892217664,0
_MLI,1970,6.13704697314593,1
_MLI,1971,2.56896872234125,0
_MLI,1972,5.84403639944153,0
_MLI,1973,-1.4552238805969,0
_MLI,1974,-1.52884181479631,0
_MLI,1975,11.6249792594505,1
_MLI,1976,13.6236226789043,0
_MLI,1977,6.34859657246803,1
_MLI,1978,-1.46345559061513,0
_MLI,1979,10.3956910579658,1
_MLI,1980,-4.32584561063987,0
_MLI,1981,-4.41154122522799,0
_MLI,1982,-4.63771131135226,1
_MLI,1983,4.79801098240678,1
_MLI,1984,4.36957461015742,0
_MLI,1985,-11.3563316298194,1
_MLI,1986,8.43530664457281,1
_MLI,1987,-.51823061280021,0
_MLI,1988,1.48148148132962,0
_MLI,1989,11.7637073502052,0
_MLI,1990,-1.8527202096507,0
_MLI,1991,1.61610584131766,0
_MLI,1992,8.33330309920319,0
_MLI,1993,-2.13944994585832,0
_MLI,1994,.912178261646972,1
_MLI,1995,6.20900332527687,0
_MLI,1996,3.21847867752957,0
_MLI,1997,6.76107340591984,1
_MLI,1998,5.93575849289671,0
_MLI,1999,6.84270952927669,1
_MLI,2000,3.6803468192564,0
_MLI,2001,1.44193349332949,0
_MLT,1960,,
_MLT,1961,-.66667666666666,0
_MLT,1962,-4.19463129476154,0
_MLT,1963,-.175120859031963,0
_MLT,1964,2.10526315789474,0
_MLT,1965,6.87285223367698,0
_MLT,1966,10.7717041800643,0
_MLT,1967,6.9666328011611,0
_MLT,1968,10.176375824101,0
_MLT,1969,6.40394088669952,0
_MLT,1970,12.6157407407407,0
_MLT,1971,2.4665981500514,0
_MLT,1972,5.81745235707119,0
_MLT,1973,9.76303317535544,0
_MLT,1974,9.93091537132989,0
_MLT,1975,19.5600942655145,0
_MLT,1976,17.0170827858082,0
_MLT,1977,12.1841661987647,0
_MLT,1978,11.1611611611612,0
_MLT,1979,10.4907699234579,0
_MLT,1980,7.04971475142623,0
_MLT,1981,3.31176246669204,0
_MLT,1982,2.28445099484156,0
_MLT,1983,-.612391930835727,0
_MLT,1984,.942370424066681,1
_MLT,1985,2.58527827648113,0
_MLT,1986,3.88519425971299,0
_MLT,1987,4.11051212938005,0
_MLT,1988,8.41423948220066,0
_MLT,1989,8.17910447761194,0
_MLT,1990,6.26379690949229,0
_MLT,1991,6.28408205660867,0
_MLT,1992,4.69093574395308,0
_MLT,1993,4.48074679113186,0
_MLT,1994,5.78512396694214,0
_MLT,1995,6.16554054054054,0
_MLT,1996,3.99000000000001,0
_MLT,1997,4.79999999999998,0
_MLT,1998,3.49000000000004,0
_MLT,1999,3.98899999999995,0
_MLT,2000,5.54000000000011,1
_MLT,2001,-.730000000000118,0
_MMR,1960,,
_MMR,1961,.471556451979225,1
_MMR,1962,4.08687529832268,0
_MMR,1963,13.3492952111841,0
_MMR,1964,-5.89402349577051,0
_MMR,1965,10.6926523033277,1
_MMR,1966,-4.85177870393807,0
_MMR,1967,-5.92525888338245,1
_MMR,1968,12.0593401843222,0
_MMR,1969,3.2917411229889,1
_MMR,1970,4.97933059231582,1
_MMR,1971,4.12996244878742,0
_MMR,1972,2.43584137175038,1
_MMR,1973,-.968124718743297,0
_MMR,1974,5.34237569156512,0
_MMR,1975,4.15270918688513,1
_MMR,1976,6.0803962298961,1
_MMR,1977,5.95228660967146,1
_MMR,1978,6.51781702368418,0
_MMR,1979,5.20127748240687,0
_MMR,1980,7.93853808116158,0
_MMR,1981,6.35575459010469,1
_MMR,1982,5.6038764237606,1
_MMR,1983,4.39109268241057,1
_MMR,1984,4.93272802624006,1
_MMR,1985,2.8510002382944,1
_MMR,1986,-1.05734875712085,0
_MMR,1987,-4.0056317875099,0
_MMR,1988,-11.3524394762037,0
